sample_id,smell,variant,fired_pmd,fired_ours,actual
5898336,blob,strategy,0,0,0
5898336,blob,with_size,0,0,0
5912103,feature envy,law_of_demeter,0,,0
5919914,long method,strategy,0,0,0
5916449,blob,strategy,0,0,0
5916449,blob,with_size,0,0,0
5923532,data class,strategy,0,0,0
5922177,long method,strategy,0,0,0
5935402,blob,strategy,0,0,1
5935402,blob,with_size,0,0,1
5923886,long method,strategy,0,0,1
5925637,blob,strategy,1,1,1
5925637,blob,with_size,1,1,1
5938889,blob,strategy,0,0,1
5938889,blob,with_size,0,0,1
5939954,feature envy,law_of_demeter,0,,1
5939530,long method,strategy,0,0,1
5934742,long method,strategy,0,0,0
5942839,long method,strategy,0,0,0
5937980,blob,strategy,0,0,0
5937980,blob,with_size,0,0,0
5950858,long method,strategy,0,0,0
5950764,long method,strategy,0,1,1
5953028,feature envy,law_of_demeter,0,,0
5988833,feature envy,law_of_demeter,0,,0
5986705,long method,strategy,0,0,0
5991696,long method,strategy,0,0,0
5985338,blob,strategy,0,0,0
5985338,blob,with_size,0,0,0
5991563,data class,strategy,0,0,1
5990255,blob,strategy,0,0,1
5990255,blob,with_size,0,1,1
5989938,feature envy,law_of_demeter,0,,0
5989223,long method,strategy,0,0,0
5991953,data class,strategy,0,0,1
5979331,long method,strategy,0,0,0
5978414,feature envy,law_of_demeter,0,,0
5982219,blob,strategy,0,0,0
5982219,blob,with_size,0,0,0
5982466,long method,strategy,0,1,1
5983355,blob,strategy,0,0,0
5983355,blob,with_size,0,0,0
5983157,blob,strategy,0,0,0
5983157,blob,with_size,0,0,0
5983608,blob,strategy,0,0,1
5983608,blob,with_size,0,0,1
5994992,blob,strategy,0,0,0
5994992,blob,with_size,0,0,0
5996376,blob,strategy,0,0,0
5996376,blob,with_size,0,0,0
5997662,data class,strategy,0,0,0
6009570,long method,strategy,0,0,0
6009432,data class,strategy,1,0,1
6009473,feature envy,law_of_demeter,0,,0
6010673,long method,strategy,0,0,0
6012953,blob,strategy,0,0,0
6012953,blob,with_size,0,0,0
6016779,long method,strategy,0,0,0
6010190,data class,strategy,0,0,0
6014861,long method,strategy,0,0,0
6016685,long method,strategy,0,0,0
6011512,blob,strategy,0,0,0
6011512,blob,with_size,0,0,0
6013107,blob,strategy,0,0,0
6013107,blob,with_size,0,0,0
6009975,blob,strategy,0,0,0
6009975,blob,with_size,0,0,0
6020057,long method,strategy,0,0,0
6021504,feature envy,law_of_demeter,0,,0
6017760,blob,strategy,0,0,0
6017760,blob,with_size,0,0,0
6019048,blob,strategy,0,0,1
6019048,blob,with_size,0,0,1
6017172,long method,strategy,0,0,0
6016987,blob,strategy,0,0,0
6016987,blob,with_size,0,0,0
8298339,feature envy,law_of_demeter,0,,0
8298934,long method,strategy,0,0,1
8299074,blob,strategy,0,0,0
8299074,blob,with_size,0,0,0
8304366,data class,strategy,0,0,0
8304375,long method,strategy,0,0,0
8300534,feature envy,law_of_demeter,0,,1
8300767,blob,strategy,0,0,0
8300767,blob,with_size,0,0,0
8299961,blob,strategy,0,0,1
8299961,blob,with_size,0,0,1
9114822,blob,strategy,1,1,1
9114822,blob,with_size,1,1,1
9114817,long method,strategy,0,0,0
9117540,blob,strategy,0,0,0
9117540,blob,with_size,0,0,0
9117535,blob,strategy,0,0,0
9117535,blob,with_size,0,0,0
9135351,blob,strategy,0,0,0
9135351,blob,with_size,0,0,0
9140757,blob,strategy,0,0,1
9140757,blob,with_size,0,0,1
9144201,data class,strategy,0,0,1
9143369,long method,strategy,0,0,0
9160221,long method,strategy,0,0,0
9159804,long method,strategy,0,0,0
9188325,data class,strategy,0,0,0
9127199,feature envy,law_of_demeter,0,,0
9128649,feature envy,law_of_demeter,0,,0
9136671,blob,strategy,0,0,0
9136671,blob,with_size,0,0,0
9172549,long method,strategy,0,0,0
9110608,long method,strategy,0,0,0
9171656,blob,strategy,0,0,0
9171656,blob,with_size,0,0,0
9139344,blob,strategy,0,0,0
9139344,blob,with_size,0,0,0
9199423,blob,strategy,1,0,1
9199423,blob,with_size,1,1,1
9142325,feature envy,law_of_demeter,1,,0
9173375,feature envy,law_of_demeter,0,,0
9189634,blob,strategy,0,0,0
9189634,blob,with_size,0,0,0
9147019,long method,strategy,0,0,0
9170572,feature envy,law_of_demeter,0,,0
9192024,long method,strategy,0,0,0
9150816,feature envy,law_of_demeter,0,,1
9187819,feature envy,law_of_demeter,0,,0
9138075,blob,strategy,0,0,0
9138075,blob,with_size,0,0,0
9189420,data class,strategy,0,0,0
9198380,blob,strategy,0,0,0
9198380,blob,with_size,0,0,0
9206273,feature envy,law_of_demeter,0,,0
9127614,feature envy,law_of_demeter,0,,0
9191083,data class,strategy,0,0,0
9119349,long method,strategy,0,0,0
9115400,feature envy,law_of_demeter,0,,0
9197046,feature envy,law_of_demeter,0,,0
9158644,blob,strategy,0,0,0
9158644,blob,with_size,0,0,0
9108325,long method,strategy,0,0,0
9121712,long method,strategy,0,0,0
9158643,long method,strategy,0,0,1
9205838,blob,strategy,0,0,0
9205838,blob,with_size,0,0,0
9122985,long method,strategy,0,0,0
9131375,long method,strategy,0,0,0
9116510,blob,strategy,0,0,0
9116510,blob,with_size,0,0,0
9111878,data class,strategy,0,0,1
9173266,feature envy,law_of_demeter,0,,0
9126156,feature envy,law_of_demeter,0,,0
9205375,long method,strategy,0,0,0
9176003,data class,strategy,0,1,0
9156673,feature envy,law_of_demeter,0,,0
9120944,blob,strategy,0,0,0
9120944,blob,with_size,0,0,0
9205245,long method,strategy,0,0,0
9186714,data class,strategy,0,0,1
9158392,blob,strategy,0,0,0
9158392,blob,with_size,0,0,0
9125948,blob,strategy,0,0,0
9125948,blob,with_size,0,0,0
9162014,blob,strategy,0,0,0
9162014,blob,with_size,0,0,0
9111672,long method,strategy,0,0,1
9205662,long method,strategy,0,0,0
9129936,long method,strategy,0,0,0
9171873,data class,strategy,0,0,1
9203767,blob,strategy,0,0,0
9203767,blob,with_size,0,0,0
9141639,blob,strategy,0,0,0
9141639,blob,with_size,0,0,0
9194605,feature envy,law_of_demeter,0,,0
9121203,long method,strategy,0,0,1
9192832,long method,strategy,0,0,1
9158528,long method,strategy,0,0,0
9161787,blob,strategy,0,0,0
9161787,blob,with_size,0,0,0
9189120,long method,strategy,0,0,0
9201619,blob,strategy,0,0,0
9201619,blob,with_size,0,1,0
9118161,feature envy,law_of_demeter,0,,0
9136234,blob,strategy,0,0,1
9136234,blob,with_size,0,0,1
9201031,long method,strategy,0,0,0
9177949,blob,strategy,0,0,0
9177949,blob,with_size,0,0,0
9140119,long method,strategy,0,0,0
9115884,feature envy,law_of_demeter,0,,0
9201577,blob,strategy,0,0,0
9201577,blob,with_size,0,0,0
9200631,data class,strategy,0,0,0
6025409,data class,strategy,0,0,0
6026125,blob,strategy,0,0,0
6026125,blob,with_size,0,0,0
6025184,blob,strategy,0,0,0
6025184,blob,with_size,0,0,0
6026312,blob,strategy,0,0,0
6026312,blob,with_size,0,0,0
6026896,data class,strategy,0,0,1
6024615,long method,strategy,0,0,0
6029853,feature envy,law_of_demeter,0,,0
6030681,long method,strategy,0,0,0
6030541,long method,strategy,0,0,0
6034374,feature envy,law_of_demeter,0,,0
6035651,data class,strategy,0,0,0
6032883,blob,strategy,0,0,0
6032883,blob,with_size,0,0,0
6177738,long method,strategy,0,0,0
6179479,blob,strategy,0,0,0
6179479,blob,with_size,0,0,0
6179494,long method,strategy,0,0,0
6179505,long method,strategy,0,0,0
6181780,blob,strategy,0,0,0
6181780,blob,with_size,0,0,0
6183429,long method,strategy,0,0,0
6183095,blob,strategy,0,0,0
6183095,blob,with_size,0,0,0
6182357,long method,strategy,0,0,1
6190083,feature envy,law_of_demeter,0,,0
6192975,blob,strategy,0,0,1
6192975,blob,with_size,0,0,1
6197424,blob,strategy,0,0,1
6197424,blob,with_size,0,0,1
6198340,long method,strategy,0,0,0
6207228,blob,strategy,0,0,1
6207228,blob,with_size,0,0,1
6212569,long method,strategy,0,0,0
6212333,long method,strategy,0,0,0
6212329,long method,strategy,0,0,0
6213525,blob,strategy,0,0,0
6213525,blob,with_size,0,0,0
6159926,blob,strategy,0,0,0
6159926,blob,with_size,0,0,0
6164700,long method,strategy,0,0,0
6165484,long method,strategy,0,0,0
6204790,blob,strategy,0,0,1
6204790,blob,with_size,0,1,1
6186813,feature envy,law_of_demeter,0,,0
6174952,long method,strategy,0,0,0
6164729,blob,strategy,0,0,1
6164729,blob,with_size,0,0,1
6174632,data class,strategy,0,0,0
6174968,blob,strategy,0,0,0
6174968,blob,with_size,0,0,0
6204915,blob,strategy,0,0,0
6204915,blob,with_size,0,0,0
6214208,blob,strategy,0,0,1
6214208,blob,with_size,0,0,1
6176170,blob,strategy,0,0,0
6176170,blob,with_size,0,0,0
6210636,blob,strategy,0,0,0
6210636,blob,with_size,0,0,0
6174003,long method,strategy,0,0,0
6190494,feature envy,law_of_demeter,0,,1
6173419,data class,strategy,0,0,0
6167933,feature envy,law_of_demeter,0,,0
6192126,feature envy,law_of_demeter,0,,0
6194793,long method,strategy,0,0,0
6171226,blob,strategy,0,0,0
6171226,blob,with_size,0,0,0
6189879,data class,strategy,0,0,0
6211782,blob,strategy,0,0,0
6211782,blob,with_size,0,0,0
6195890,long method,strategy,0,0,0
6207209,feature envy,law_of_demeter,0,,0
6173466,long method,strategy,0,0,0
6195686,blob,strategy,0,0,0
6195686,blob,with_size,0,0,0
6166594,blob,strategy,0,0,1
6166594,blob,with_size,0,0,1
6201491,long method,strategy,0,0,0
6161020,long method,strategy,0,0,0
6165395,blob,strategy,0,0,1
6165395,blob,with_size,0,0,1
6213445,blob,strategy,0,0,1
6213445,blob,with_size,0,0,1
6036658,long method,strategy,0,0,1
6037459,data class,strategy,0,0,0
6051731,blob,strategy,1,1,1
6051731,blob,with_size,1,1,1
6051478,long method,strategy,0,0,0
6044730,long method,strategy,0,0,0
6048776,feature envy,law_of_demeter,0,,0
6048029,blob,strategy,0,0,0
6048029,blob,with_size,0,1,0
6052388,long method,strategy,0,0,1
6073506,blob,strategy,0,0,0
6073506,blob,with_size,0,0,0
6079026,blob,strategy,0,0,1
6079026,blob,with_size,0,0,1
6075386,data class,strategy,0,0,0
6078132,feature envy,law_of_demeter,0,,0
6057624,feature envy,law_of_demeter,0,,0
6066503,blob,strategy,0,0,0
6066503,blob,with_size,0,0,0
6133230,long method,strategy,0,0,0
6133656,data class,strategy,0,0,1
6135529,blob,strategy,0,0,0
6135529,blob,with_size,0,0,0
6151978,data class,strategy,0,0,0
6143847,blob,strategy,0,0,0
6143847,blob,with_size,0,0,0
6134590,long method,strategy,0,0,0
6147315,long method,strategy,0,0,0
6128593,blob,strategy,0,0,0
6128593,blob,with_size,0,0,0
6134879,long method,strategy,0,0,0
6152636,data class,strategy,0,0,0
6122163,long method,strategy,0,0,0
6138864,blob,strategy,0,0,0
6138864,blob,with_size,0,0,0
6147959,feature envy,law_of_demeter,0,,0
6147418,long method,strategy,0,0,0
6150503,long method,strategy,0,0,0
6134213,feature envy,law_of_demeter,0,,0
6151582,data class,strategy,0,0,0
6145911,long method,strategy,0,0,0
6141685,blob,strategy,0,0,1
6141685,blob,with_size,0,0,1
6122371,feature envy,law_of_demeter,1,,0
6147463,blob,strategy,0,0,0
6147463,blob,with_size,0,0,0
6143644,long method,strategy,0,0,0
6152090,long method,strategy,0,1,1
6140308,blob,strategy,0,0,0
6140308,blob,with_size,0,0,0
6153007,long method,strategy,0,0,0
6151008,long method,strategy,0,0,0
6145494,long method,strategy,0,0,0
6153811,data class,strategy,0,0,0
6153322,blob,strategy,0,0,0
6153322,blob,with_size,0,0,0
6135806,blob,strategy,0,0,0
6135806,blob,with_size,0,0,0
6093270,blob,strategy,0,0,1
6093270,blob,with_size,0,0,1
6091805,blob,strategy,0,0,0
6091805,blob,with_size,0,0,0
6094004,long method,strategy,0,0,0
6088450,data class,strategy,0,0,0
6115582,blob,strategy,0,0,0
6115582,blob,with_size,0,0,0
6120570,data class,strategy,0,0,0
6114104,blob,strategy,0,0,0
6114104,blob,with_size,0,0,0
6117580,blob,strategy,0,0,0
6117580,blob,with_size,0,0,0
6117995,feature envy,law_of_demeter,0,,0
6119974,data class,strategy,0,0,0
6119512,long method,strategy,0,0,0
6128483,long method,strategy,0,0,0
6125015,feature envy,law_of_demeter,0,,0
6123342,data class,strategy,0,0,0
6108350,long method,strategy,0,0,0
6119399,long method,strategy,0,0,0
6108863,feature envy,law_of_demeter,0,,0
6106646,feature envy,law_of_demeter,0,,0
6120286,long method,strategy,0,0,0
6117399,data class,strategy,0,0,0
6129787,long method,strategy,0,0,0
8314886,long method,strategy,0,0,0
8312832,blob,strategy,0,0,0
8312832,blob,with_size,0,0,0
8314569,blob,strategy,0,0,0
8314569,blob,with_size,0,0,0
8309635,long method,strategy,0,0,0
8311552,blob,strategy,0,0,0
8311552,blob,with_size,0,0,0
8727852,data class,strategy,0,0,0
8714735,feature envy,law_of_demeter,0,,0
8722845,long method,strategy,0,0,0
8716970,feature envy,law_of_demeter,0,,0
8715463,blob,strategy,0,0,1
8715463,blob,with_size,0,0,1
8712093,long method,strategy,0,1,1
8719559,long method,strategy,0,0,0
8703167,feature envy,law_of_demeter,0,,0
8705246,long method,strategy,0,0,0
8722412,feature envy,law_of_demeter,1,,0
8727139,feature envy,law_of_demeter,0,,0
8722299,data class,strategy,0,0,0
8717357,blob,strategy,0,0,0
8717357,blob,with_size,0,0,0
8703973,feature envy,law_of_demeter,0,,0
8727011,data class,strategy,0,0,0
8719445,long method,strategy,0,1,1
8708216,long method,strategy,0,0,0
8725125,long method,strategy,0,0,0
8703330,long method,strategy,0,1,1
8711809,long method,strategy,0,0,0
8717601,feature envy,law_of_demeter,0,,0
8702985,data class,strategy,0,0,0
8705503,feature envy,law_of_demeter,0,,0
8702258,long method,strategy,0,0,0
8724018,feature envy,law_of_demeter,0,,0
8707779,data class,strategy,0,0,0
8708013,long method,strategy,0,0,0
8719536,data class,strategy,0,0,0
8719880,long method,strategy,0,0,0
8723959,long method,strategy,0,0,0
8703582,blob,strategy,0,0,0
8703582,blob,with_size,0,0,0
8706829,long method,strategy,0,0,0
6382923,long method,strategy,0,0,0
6424683,blob,strategy,0,0,0
6424683,blob,with_size,0,0,0
6427864,feature envy,law_of_demeter,0,,0
6427329,long method,strategy,0,0,0
6427968,long method,strategy,0,0,0
6427227,blob,strategy,0,0,0
6427227,blob,with_size,0,0,0
6385711,blob,strategy,0,0,0
6385711,blob,with_size,0,0,0
6412439,data class,strategy,0,0,0
6383930,blob,strategy,0,0,1
6383930,blob,with_size,0,0,1
6424791,feature envy,law_of_demeter,0,,0
6424656,data class,strategy,0,1,0
6417561,long method,strategy,0,0,0
6404028,data class,strategy,0,0,0
6375252,blob,strategy,0,0,0
6375252,blob,with_size,0,0,0
6413248,blob,strategy,0,0,0
6413248,blob,with_size,0,0,0
6413795,blob,strategy,0,0,1
6413795,blob,with_size,0,0,1
6406918,long method,strategy,0,0,0
6375517,blob,strategy,0,1,1
6375517,blob,with_size,0,1,1
6398820,data class,strategy,0,0,0
6369779,data class,strategy,0,0,0
6371353,long method,strategy,0,0,0
6372035,long method,strategy,0,0,0
6428158,blob,strategy,0,0,0
6428158,blob,with_size,0,0,0
6403812,feature envy,law_of_demeter,0,,0
6416620,blob,strategy,0,0,0
6416620,blob,with_size,0,0,0
6419975,long method,strategy,0,0,0
6370656,feature envy,law_of_demeter,0,,0
6414926,feature envy,law_of_demeter,0,,0
6392324,feature envy,law_of_demeter,0,,0
6387077,blob,strategy,0,0,0
6387077,blob,with_size,0,0,0
6406137,blob,strategy,0,0,1
6406137,blob,with_size,0,0,1
6417488,feature envy,law_of_demeter,0,,1
6386818,long method,strategy,0,0,0
6398249,long method,strategy,0,0,0
6387608,long method,strategy,0,0,0
6379553,data class,strategy,0,0,1
6393344,feature envy,law_of_demeter,0,,0
6425142,blob,strategy,0,0,0
6425142,blob,with_size,0,0,0
6391534,blob,strategy,0,0,0
6391534,blob,with_size,0,0,0
6427852,feature envy,law_of_demeter,0,,1
6414719,blob,strategy,0,0,0
6414719,blob,with_size,0,0,0
6389069,long method,strategy,0,0,0
6396521,feature envy,law_of_demeter,0,,0
6393486,data class,strategy,0,0,0
6419181,long method,strategy,0,0,1
6372633,blob,strategy,0,0,0
6372633,blob,with_size,0,0,0
6371049,blob,strategy,0,0,1
6371049,blob,with_size,0,0,1
6388458,blob,strategy,0,0,0
6388458,blob,with_size,0,0,0
6368019,feature envy,law_of_demeter,0,,0
6387249,blob,strategy,0,0,0
6387249,blob,with_size,0,0,0
6374724,blob,strategy,0,0,1
6374724,blob,with_size,0,1,1
6157376,blob,strategy,0,0,1
6157376,blob,with_size,0,0,1
6157639,data class,strategy,0,0,0
6178268,blob,strategy,0,0,0
6178268,blob,with_size,0,0,0
6191838,blob,strategy,0,0,0
6191838,blob,with_size,0,0,0
6186565,feature envy,law_of_demeter,0,,1
6180154,long method,strategy,0,0,0
6185975,feature envy,law_of_demeter,0,,0
6192331,blob,strategy,0,0,0
6192331,blob,with_size,0,0,0
6172019,data class,strategy,0,0,0
6191994,long method,strategy,0,0,0
6216254,blob,strategy,0,0,1
6216254,blob,with_size,0,0,1
6236496,long method,strategy,0,0,0
6234592,long method,strategy,0,0,1
6239751,blob,strategy,0,0,1
6239751,blob,with_size,0,0,1
6241200,long method,strategy,0,0,0
6205101,blob,strategy,0,0,0
6205101,blob,with_size,0,0,0
6240859,feature envy,law_of_demeter,0,,0
6207748,long method,strategy,0,0,0
6243619,long method,strategy,0,0,0
7929441,long method,strategy,0,0,0
7938128,blob,strategy,0,0,0
7938128,blob,with_size,0,0,0
7938714,data class,strategy,0,0,0
7936623,blob,strategy,0,0,0
7936623,blob,with_size,0,0,0
7928759,data class,strategy,0,0,0
7930012,data class,strategy,0,0,1
7934374,long method,strategy,0,0,1
7935629,blob,strategy,0,0,0
7935629,blob,with_size,0,0,0
7934496,blob,strategy,0,0,0
7934496,blob,with_size,0,0,0
7929479,data class,strategy,0,0,0
7933439,blob,strategy,0,0,0
7933439,blob,with_size,0,0,0
6221911,blob,strategy,0,0,0
6221911,blob,with_size,0,0,0
6221363,data class,strategy,0,0,0
6218887,blob,strategy,0,0,0
6218887,blob,with_size,0,0,0
6225158,blob,strategy,0,0,0
6225158,blob,with_size,0,0,0
6236024,long method,strategy,0,0,0
6247819,long method,strategy,0,0,0
6250253,long method,strategy,0,0,0
6257015,data class,strategy,0,0,1
6251730,long method,strategy,0,0,0
6257330,long method,strategy,0,0,0
6254667,blob,strategy,0,0,1
6254667,blob,with_size,0,0,1
6255385,data class,strategy,1,0,1
6248023,feature envy,law_of_demeter,0,,0
6245494,blob,strategy,0,0,1
6245494,blob,with_size,0,0,1
6246396,feature envy,law_of_demeter,0,,0
6244944,long method,strategy,0,0,0
6244777,long method,strategy,0,0,0
6246389,blob,strategy,0,0,0
6246389,blob,with_size,0,0,0
6244614,blob,strategy,0,0,0
6244614,blob,with_size,0,0,0
6263358,data class,strategy,0,0,1
6261774,blob,strategy,0,0,1
6261774,blob,with_size,0,0,1
6266289,blob,strategy,0,0,1
6266289,blob,with_size,0,0,1
6265027,feature envy,law_of_demeter,0,,0
6260668,data class,strategy,0,0,0
6266221,long method,strategy,0,0,1
6259739,blob,strategy,0,0,0
6259739,blob,with_size,0,0,0
6286234,feature envy,law_of_demeter,0,,0
6298870,feature envy,law_of_demeter,0,,0
6299837,feature envy,law_of_demeter,0,,1
6297548,feature envy,law_of_demeter,0,,0
6295036,data class,strategy,0,0,0
6293765,blob,strategy,0,0,1
6293765,blob,with_size,0,0,1
6287167,long method,strategy,0,0,0
6296681,long method,strategy,0,0,0
6281870,data class,strategy,0,0,1
6290471,feature envy,law_of_demeter,0,,0
6291892,feature envy,law_of_demeter,0,,0
6301436,data class,strategy,0,0,0
6289735,feature envy,law_of_demeter,0,,0
6281757,long method,strategy,0,0,0
6303431,long method,strategy,0,0,0
6300889,long method,strategy,0,0,0
6303935,feature envy,law_of_demeter,0,,0
6282334,data class,strategy,0,0,0
6293245,data class,strategy,0,0,1
6296221,long method,strategy,0,0,1
6267409,blob,strategy,0,0,0
6267409,blob,with_size,0,0,0
6280639,blob,strategy,0,0,0
6280639,blob,with_size,0,0,0
6278076,long method,strategy,0,0,0
6277045,blob,strategy,0,0,0
6277045,blob,with_size,0,0,0
6276517,long method,strategy,1,1,1
6279768,blob,strategy,0,0,1
6279768,blob,with_size,0,1,1
6268790,data class,strategy,0,0,0
6277868,long method,strategy,0,0,0
6266636,blob,strategy,0,0,1
6266636,blob,with_size,0,0,1
6279766,long method,strategy,0,0,0
6270951,feature envy,law_of_demeter,0,,0
6277787,data class,strategy,0,0,0
6272855,data class,strategy,0,0,0
6279420,data class,strategy,0,0,0
6280313,data class,strategy,0,0,0
6276415,blob,strategy,0,0,0
6276415,blob,with_size,0,0,0
6287432,feature envy,law_of_demeter,0,,0
6285002,blob,strategy,0,0,0
6285002,blob,with_size,0,0,0
6288529,data class,strategy,0,0,0
6288812,blob,strategy,0,0,0
6288812,blob,with_size,0,0,0
6284070,long method,strategy,0,0,0
6328141,blob,strategy,0,0,0
6328141,blob,with_size,0,0,0
6328926,feature envy,law_of_demeter,0,,0
6328915,long method,strategy,0,0,0
6328547,data class,strategy,0,0,0
6329948,long method,strategy,0,0,0
6329919,data class,strategy,0,0,1
6312810,blob,strategy,0,0,0
6312810,blob,with_size,0,0,0
6311678,long method,strategy,0,0,0
6310643,feature envy,law_of_demeter,0,,0
6310927,data class,strategy,0,0,0
6328482,blob,strategy,0,0,0
6328482,blob,with_size,0,0,0
6320805,blob,strategy,0,0,0
6320805,blob,with_size,0,0,0
6325165,blob,strategy,0,0,0
6325165,blob,with_size,0,0,0
6330576,blob,strategy,0,0,1
6330576,blob,with_size,0,0,1
6308382,blob,strategy,0,0,0
6308382,blob,with_size,0,0,0
6318697,feature envy,law_of_demeter,0,,1
6334421,data class,strategy,0,0,1
6323354,long method,strategy,0,1,0
6311026,data class,strategy,0,0,0
6310576,long method,strategy,0,0,0
6329944,long method,strategy,0,0,0
6312967,long method,strategy,0,0,0
6328221,long method,strategy,0,0,0
6329210,long method,strategy,0,0,0
6329418,long method,strategy,0,0,0
6310723,long method,strategy,0,0,0
6317098,blob,strategy,0,0,0
6317098,blob,with_size,0,0,0
6310221,long method,strategy,0,0,1
6315350,feature envy,law_of_demeter,0,,0
6306509,feature envy,law_of_demeter,0,,0
6322415,blob,strategy,0,0,0
6322415,blob,with_size,0,0,0
6306007,long method,strategy,0,0,0
6306158,blob,strategy,0,0,1
6306158,blob,with_size,0,0,1
6350501,blob,strategy,0,1,1
6350501,blob,with_size,0,1,1
6346740,long method,strategy,0,0,0
6344285,long method,strategy,0,1,1
6340979,long method,strategy,0,0,0
6337145,data class,strategy,0,0,0
6339455,long method,strategy,0,0,0
6344428,blob,strategy,0,0,0
6344428,blob,with_size,0,0,0
6341451,data class,strategy,0,0,0
6351518,feature envy,law_of_demeter,0,,1
6350174,long method,strategy,0,0,0
6346063,long method,strategy,0,0,0
6340833,long method,strategy,0,0,0
6341238,long method,strategy,0,0,0
6340836,blob,strategy,0,0,0
6340836,blob,with_size,0,0,0
6340126,feature envy,law_of_demeter,0,,0
6342054,feature envy,law_of_demeter,0,,0
6357053,blob,strategy,0,0,0
6357053,blob,with_size,0,0,0
6358306,blob,strategy,0,0,1
6358306,blob,with_size,0,0,1
6363556,blob,strategy,0,0,0
6363556,blob,with_size,0,0,0
6363175,blob,strategy,0,0,0
6363175,blob,with_size,0,0,0
6363367,data class,strategy,0,0,0
6364375,data class,strategy,0,0,0
6431408,long method,strategy,0,0,0
6435518,feature envy,law_of_demeter,0,,0
6432897,data class,strategy,0,0,0
6446491,blob,strategy,0,0,0
6446491,blob,with_size,0,0,0
6445238,blob,strategy,0,0,1
6445238,blob,with_size,0,0,1
6436372,feature envy,law_of_demeter,0,,0
6437526,blob,strategy,0,0,0
6437526,blob,with_size,0,0,0
6445781,feature envy,law_of_demeter,0,,0
6437408,data class,strategy,0,0,0
6434677,blob,strategy,0,0,0
6434677,blob,with_size,0,0,0
6438819,data class,strategy,1,0,0
6462019,long method,strategy,0,0,0
6432034,long method,strategy,0,0,0
6431594,long method,strategy,0,0,0
6431696,long method,strategy,0,0,0
6462072,long method,strategy,0,0,0
6465533,long method,strategy,0,0,0
6445236,feature envy,law_of_demeter,0,,0
6430791,long method,strategy,0,0,1
6459837,feature envy,law_of_demeter,0,,0
6459836,long method,strategy,0,0,0
6546542,blob,strategy,0,0,0
6546542,blob,with_size,0,0,0
6546622,feature envy,law_of_demeter,0,,0
6546066,blob,strategy,0,0,0
6546066,blob,with_size,0,0,0
6834699,feature envy,law_of_demeter,0,,0
6836240,blob,strategy,0,0,0
6836240,blob,with_size,0,0,0
6840313,long method,strategy,0,0,0
6839392,feature envy,law_of_demeter,0,,0
6841877,blob,strategy,0,0,0
6841877,blob,with_size,0,0,0
6544247,blob,strategy,0,0,1
6544247,blob,with_size,0,0,1
6834927,blob,strategy,0,0,1
6834927,blob,with_size,0,0,1
6844792,long method,strategy,0,1,1
6613156,data class,strategy,0,0,0
6610964,feature envy,law_of_demeter,0,,0
6889571,long method,strategy,0,0,0
6873573,long method,strategy,0,0,1
6610938,long method,strategy,0,0,0
6953316,feature envy,law_of_demeter,0,,0
6871109,feature envy,law_of_demeter,0,,0
6611503,blob,strategy,1,1,1
6611503,blob,with_size,1,1,1
6835472,feature envy,law_of_demeter,0,,0
6951541,data class,strategy,0,0,0
6546019,data class,strategy,0,0,0
6946489,long method,strategy,0,0,0
6846111,feature envy,law_of_demeter,0,,0
6610923,long method,strategy,0,0,0
6614282,feature envy,law_of_demeter,0,,0
6605165,long method,strategy,0,0,0
6840071,feature envy,law_of_demeter,0,,0
6945437,feature envy,law_of_demeter,0,,0
6392412,data class,strategy,0,0,0
6407807,blob,strategy,0,0,0
6407807,blob,with_size,0,0,0
6398884,data class,strategy,0,0,0
6398866,long method,strategy,0,0,0
6394642,data class,strategy,0,0,0
6397068,data class,strategy,0,0,0
6405981,data class,strategy,0,0,0
6400040,long method,strategy,0,0,1
6391015,blob,strategy,1,0,0
6391015,blob,with_size,1,1,0
6452606,blob,strategy,0,0,0
6452606,blob,with_size,0,0,0
6457258,long method,strategy,0,0,1
6464947,blob,strategy,0,0,0
6464947,blob,with_size,0,0,0
6487817,long method,strategy,0,0,0
6486798,feature envy,law_of_demeter,0,,0
6470701,blob,strategy,0,0,0
6470701,blob,with_size,0,0,0
6483192,blob,strategy,0,0,0
6483192,blob,with_size,0,0,0
6464959,long method,strategy,0,0,0
6470076,data class,strategy,0,0,1
6454619,long method,strategy,0,0,0
6484821,blob,strategy,0,0,0
6484821,blob,with_size,0,0,0
6468434,blob,strategy,0,0,0
6468434,blob,with_size,0,0,0
6471245,long method,strategy,0,0,0
6450144,data class,strategy,0,0,1
6455346,feature envy,law_of_demeter,0,,1
6475184,long method,strategy,0,0,0
6488574,feature envy,law_of_demeter,0,,0
6483071,data class,strategy,0,0,1
6464966,data class,strategy,0,0,1
6442583,long method,strategy,0,1,1
6445346,blob,strategy,0,0,0
6445346,blob,with_size,0,0,0
6444284,long method,strategy,0,0,1
6446899,feature envy,law_of_demeter,0,,0
6441911,blob,strategy,0,0,0
6441911,blob,with_size,0,0,0
6442866,data class,strategy,0,0,0
6443200,blob,strategy,0,0,0
6443200,blob,with_size,0,0,0
6458155,blob,strategy,0,0,0
6458155,blob,with_size,0,0,0
6457553,feature envy,law_of_demeter,0,,0
6458156,long method,strategy,0,0,0
6466237,data class,strategy,0,0,0
6459500,long method,strategy,0,0,0
6457764,feature envy,law_of_demeter,0,,0
6458150,long method,strategy,0,0,0
6463026,data class,strategy,0,0,1
